"f2","f14","f18","f31","f32","f108","f161","f163","f249","f250","f301","f303","f325","f326","f328","f333","f334"
1.1694,"300ETF沽6月5750",1.1694,1.1495,1.1702,4840,5.75,0,28.37,1.17,20260624,3.79,-0.9573,0.1673,0.029,"沪深300ETF",4.635
1.1191,"300ETF购12月3500",1.1166,1.116,1.1252,947,3.5,-3,0,-0.34,20251224,4.14,1,0,-0.0455,"沪深300ETF",4.635
0.7201,"300ETF购12月3900",0.712,0.7178,0.7252,1715,3.9,9,0,-0.32,20251224,6.44,1,0.0004,-0.0508,"沪深300ETF",4.635
0.9,"300ETF购12月3716A",0.882,0.901,0.9091,408,3.716,0,0,-0.41,20251224,5.15,1,0,-0.0483,"沪深300ETF",4.635
0.0124,"300ETF购1月5000",0.0125,0.0122,0.0129,4429,5,806,13.75,8.14,20260128,48.82,0.1306,0.7189,-0.1919,"沪深300ETF",4.635
0.7043,"300ETF购12月3912A",0.7302,0.7061,0.7135,666,3.912,2,0,-0.4,20251224,6.58,1,0.0005,-0.051,"沪深300ETF",4.635
0.8152,"300ETF购3月3800",0.8185,0.8043,0.8201,1884,3.8,0,0,-0.43,20260325,5.63,0.9907,0.0615,-0.0644,"沪深300ETF",4.635
0.93,"300ETF沽6月5500",0.935,0.92,0.9369,2137,5.5,2,25.42,1.4,20260624,4.54,-0.91,0.2995,-0.0107,"沪深300ETF",4.635
0.9122,"300ETF购3月3700",0.907,0.9008,0.9158,1869,3.7,50,0,-0.49,20260325,5.06,0.9961,0.0288,-0.0551,"沪深300ETF",4.635
0.5097,"300ETF沽6月5000",0.4991,0.4991,0.5092,1583,5,170,22.08,3.12,20260624,6.37,-0.7005,0.641,-0.1164,"沪深300ETF",4.635
0.7104,"300ETF沽6月5250",0.6975,0.7001,0.7143,2311,5.25,0,23.57,2.06,20260624,5.4,-0.8271,0.4718,-0.0628,"沪深300ETF",4.635
1.126,"300ETF沽12月5750",1.1235,1.1216,1.1308,3742,5.75,0,49.61,0.24,20251224,4.12,-0.9999,0,0.0749,"沪深300ETF",4.635
0.6632,"300ETF沽3月5250",0.6604,0.6548,0.6681,4143,5.25,-3,24.08,1.04,20260325,6.34,-0.9075,0.4066,-0.0414,"沪深300ETF",4.635
0.8727,"300ETF沽12月5500",0.8888,0.8673,0.8807,3041,5.5,-1,39.45,0.17,20251224,5.31,-0.9999,0.0006,0.0715,"沪深300ETF",4.635
0.4321,"300ETF沽6月4900",0.43,0.427,0.4357,1103,4.9,119,21.25,3.61,20260624,6.84,-0.6379,0.6916,-0.1341,"沪深300ETF",4.635
0.6258,"300ETF沽12月5250",0.6399,0.623,0.63,2178,5.25,-241,32.42,0.23,20251224,7.39,-0.9982,0.0288,0.0609,"沪深300ETF",4.635
0.2465,"300ETF沽6月4600",0.2531,0.2433,0.2465,1546,4.6,46,20.17,6.07,20260624,8,-0.4257,0.7234,-0.1573,"沪深300ETF",4.635
0.8881,"300ETF沽3月5500",0.8881,0.8891,0.9041,2915,5.5,0,25.68,0.5,20260325,5.05,-0.9682,0.1751,0.0246,"沪深300ETF",4.635
0.1985,"300ETF沽6月4500",0.2032,0.1972,0.1991,2126,4.5,10,20.01,7.2,20260624,8.26,-0.3537,0.6861,-0.1527,"沪深300ETF",4.635
0.302,"300ETF沽6月4700",0.3092,0.2993,0.304,993,4.7,38,20.45,5.11,20260624,7.65,-0.4986,0.7361,-0.1555,"沪深300ETF",4.635
0.3644,"300ETF沽6月4800",0.3738,0.3597,0.3668,754,4.8,104,20.84,4.3,20260624,7.25,-0.5701,0.7247,-0.1475,"沪深300ETF",4.635
0.7038,"300ETF购3月3900",0.7038,0.71,0.723,1261,3.9,0,0,-0.67,20260325,6.46,0.9802,0.1181,-0.0796,"沪深300ETF",4.635
0.1567,"300ETF沽6月4400",0.1615,0.1565,0.1569,2081,4.4,-26,19.87,8.45,20260624,8.43,-0.2851,0.6267,-0.1421,"沪深300ETF",4.635
0.438,"300ETF沽3月5000",0.45,0.4372,0.446,7110,5,101,20.7,1.57,20260325,8.25,-0.7795,0.7279,-0.1343,"沪深300ETF",4.635
0.379,"300ETF沽12月5000",0.3918,0.378,0.379,7547,5,-226,23.68,0.3,20251224,11.75,-0.9607,0.4354,-0.0488,"沪深300ETF",4.635
0.3591,"300ETF沽3月4900",0.3707,0.3578,0.365,5033,4.9,125,19.96,2.03,20260325,9.11,-0.7056,0.8464,-0.1702,"沪深300ETF",4.635
0.3121,"300ETF沽1月4900",0.3251,0.3078,0.3135,146,4.9,34,19.48,1.02,20260128,11.73,-0.7899,0.9764,-0.1988,"沪深300ETF",4.635
0.2822,"300ETF沽12月4900",0.2944,0.2783,0.282,8731,4.9,-266,20.17,0.37,20251224,14.77,-0.8995,0.9039,-0.1738,"沪深300ETF",4.635
0.1201,"300ETF沽6月4300",0.1253,0.12,0.1217,3752,4.3,97,19.68,9.82,20260624,8.58,-0.2224,0.5498,-0.1265,"沪深300ETF",4.635
0.2862,"300ETF沽3月4800",0.2997,0.2876,0.2899,6055,4.8,94,19.27,2.61,20260325,10.04,-0.6202,0.9348,-0.1989,"沪深300ETF",4.635
0.2224,"300ETF沽3月4700",0.2345,0.2222,0.2267,4593,4.7,-104,18.84,3.4,20260325,10.97,-0.5265,0.9775,-0.2163,"沪深300ETF",4.635
0.2309,"300ETF沽1月4800",0.2436,0.2273,0.2309,694,4.8,88,18.13,1.42,20260128,13.75,-0.6852,1.203,-0.2642,"沪深300ETF",4.635
0.0919,"300ETF沽6月4200",0.0978,0.0914,0.0928,1232,4.2,87,19.71,11.37,20260624,8.43,-0.1671,0.462,-0.1076,"沪深300ETF",4.635
0.1689,"300ETF沽3月4600",0.1787,0.1689,0.1711,6676,4.6,303,18.65,4.4,20260325,11.78,-0.4292,0.9643,-0.2195,"沪深300ETF",4.635
0.1248,"300ETF沽3月4500",0.1326,0.1236,0.1246,6036,4.5,133,18.58,5.61,20260325,12.41,-0.3341,0.8938,-0.2077,"沪深300ETF",4.635
0.1611,"300ETF沽1月4700",0.1715,0.1584,0.161,763,4.7,233,17.22,2.07,20260128,16.12,-0.5603,1.336,-0.3067,"沪深300ETF",4.635
0.0014,"300ETF沽12月4000",0.0016,0.0014,0.0015,14240,4,359,24.8,13.73,20251224,0.33,-0.0001,0.0038,-0.0009,"沪深300ETF",4.635
0.1906,"300ETF沽12月4800",0.2038,0.1906,0.1907,14368,4.8,-713,17.24,0.55,20251224,19.08,-0.7847,1.501,-0.335,"沪深300ETF",4.635
0.1049,"300ETF沽1月4600",0.113,0.1037,0.1058,3237,4.6,930,16.65,3.02,20260128,18.84,-0.4263,1.3285,-0.3136,"沪深300ETF",4.635
0.0895,"300ETF沽3月4400",0.0965,0.0888,0.0906,4739,4.4,-67,18.59,7,20260325,12.78,-0.2468,0.7753,-0.183,"沪深300ETF",4.635
0.0436,"300ETF沽3月4200",0.0478,0.0433,0.0438,6859,4.2,372,19.03,10.33,20260325,11.94,-0.1123,0.4691,-0.1131,"沪深300ETF",4.635
0.0065,"300ETF沽3月3700",0.0071,0.0063,0.0065,5102,3.7,577,21.88,20.31,20260325,2.71,-0.0038,0.0288,-0.007,"沪深300ETF",4.635
0.063,"300ETF沽3月4300",0.0689,0.0627,0.0639,6937,4.3,106,18.75,8.59,20260325,12.65,-0.172,0.6264,-0.1496,"沪深300ETF",4.635
0.064,"300ETF沽1月4500",0.0706,0.0634,0.0647,3367,4.5,918,16.42,4.29,20260128,21.56,-0.2977,1.174,-0.2822,"沪深300ETF",4.635
0.03,"300ETF沽3月4100",0.0332,0.0297,0.0303,5031,4.1,274,19.45,12.19,20260325,10.55,-0.0683,0.3238,-0.0787,"沪深300ETF",4.635
0.0138,"300ETF沽3月3900",0.0154,0.0135,0.0141,3061,3.9,-79,20.46,16.16,20260325,6.62,-0.0197,0.1181,-0.0289,"沪深300ETF",4.635
0.0018,"300ETF沽12月4100",0.002,0.0016,0.0021,12832,4.1,702,21.88,11.58,20251224,3.61,-0.0014,0.0254,-0.0063,"沪深300ETF",4.635
0.0205,"300ETF沽3月4000",0.0228,0.0204,0.0206,5911,4,147,19.95,14.14,20260325,8.66,-0.0383,0.2049,-0.05,"沪深300ETF",4.635
0.1115,"300ETF沽12月4700",0.1244,0.1108,0.1115,42658,4.7,-505,15.32,1,20251224,25.48,-0.613,1.9653,-0.4654,"沪深300ETF",4.635
0.0094,"300ETF沽3月3800",0.0105,0.0092,0.0097,4355,3.8,317,21.09,18.22,20260325,4.54,-0.0092,0.0615,-0.0151,"沪深300ETF",4.635
0.037,"300ETF沽1月4400",0.0418,0.0369,0.0373,3755,4.4,1882,16.5,5.87,20260128,23.59,-0.1883,0.9147,-0.2227,"沪深300ETF",4.635
0.0568,"300ETF沽12月4600",0.066,0.0566,0.0568,86262,4.6,3857,14.95,1.98,20251224,33.55,-0.4112,1.9972,-0.4865,"沪深300ETF",4.635
0.0197,"300ETF沽1月4300",0.0237,0.0194,0.0197,4394,4.3,1961,16.58,7.65,20260128,25.06,-0.1065,0.6229,-0.153,"沪深300ETF",4.635
0.0253,"300ETF沽12月4500",0.0312,0.0251,0.0253,67483,4.5,-3178,15.21,3.46,20251224,41.64,-0.2273,1.5491,-0.3831,"沪深300ETF",4.635
0.0106,"300ETF沽1月4200",0.0131,0.0102,0.0107,2870,4.2,1042,17.09,9.61,20260128,23.22,-0.0531,0.3673,-0.0908,"沪深300ETF",4.635
0.0016,"300ETF沽12月4107A",0.002,0.0015,0.0019,2445,4.107,84,21.29,11.43,20251224,4.64,-0.0016,0.0287,-0.0071,"沪深300ETF",4.635
0.0012,"300ETF沽12月4009A",0.0015,0.0012,0.0013,3769,4.009,38,23.83,13.53,20251224,0.39,-0.0001,0.0045,-0.001,"沪深300ETF",4.635
0.0004,"300ETF沽12月3618A",0.0005,0.0004,0.0005,4158,3.618,-19,33.59,21.95,20251224,0,0,0,0,"沪深300ETF",4.635
0.0028,"300ETF沽12月4200",0.0036,0.0027,0.0028,16537,4.2,561,19.53,9.45,20251224,13.74,-0.0083,0.118,-0.0296,"沪深300ETF",4.635
0.0107,"300ETF沽12月4400",0.0142,0.0107,0.0109,36914,4.4,3341,16.02,5.3,20251224,43.23,-0.0998,0.9004,-0.2246,"沪深300ETF",4.635
0.0006,"300ETF沽12月3900",0.0008,0.0004,0.0007,15721,3.9,-363,25.78,15.87,20251224,0,0,0.0004,0,"沪深300ETF",4.635
0.0005,"300ETF购12月5750",0.0007,0.0004,0.0005,6950,5.75,-47,29.69,24.07,20251224,0,0,0,0,"沪深300ETF",4.635
0.0047,"300ETF沽12月4303A",0.0066,0.0042,0.005,11000,4.303,2812,17.19,7.26,20251224,34.42,-0.0349,0.3962,-0.0994,"沪深300ETF",4.635
0.0046,"300ETF沽12月4300",0.0065,0.0043,0.0046,26016,4.3,1797,17.19,7.33,20251224,33.86,-0.0336,0.3845,-0.0964,"沪深300ETF",4.635
0.0027,"300ETF沽12月4205A",0.004,0.0024,0.0027,3777,4.205,172,19.24,9.34,20251224,15.45,-0.009,0.1262,-0.0317,"沪深300ETF",4.635
0.0191,"500ETF购12月7500",0.0133,0.0191,0.0192,66778,7.5,1510,15.6,5.38,20251224,73.93,0.1979,0.6989,-0.766,"中证500ETF",7.135
0.0053,"500ETF购12月7750",0.0039,0.0053,0.0059,26628,7.75,-38,16.99,8.69,20251224,101.37,0.0753,0.3569,-0.3888,"中证500ETF",7.135
0.0659,"500ETF购12月7250",0.0493,0.0659,0.066,80931,7.25,-867,14.32,2.54,20251224,43.81,0.4046,0.9736,-1.0784,"中证500ETF",7.135
0.0263,"500ETF购1月7750",0.0199,0.0262,0.0266,2700,7.75,906,15.99,8.99,20260128,49.24,0.1815,0.4373,-0.4842,"中证500ETF",7.135
0.012,"500ETF购1月8000",0.0093,0.0119,0.012,1782,8,367,16.94,12.29,20260128,59.04,0.0993,0.2896,-0.3188,"中证500ETF",7.135
0.0583,"500ETF购1月7500",0.0464,0.0575,0.0588,3494,7.5,1538,15.14,5.93,20260128,36.83,0.3009,0.5773,-0.6445,"中证500ETF",7.135
0.1793,"500ETF购12月7000",0.1432,0.1792,0.1793,58092,7,-8312,11.94,0.62,20251224,25.9,0.6509,0.9299,-1.0528,"中证500ETF",7.135
0.1208,"500ETF购1月7250",0.0969,0.119,0.1208,3837,7.25,960,14.02,3.3,20260128,26.7,0.452,0.6567,-0.7424,"中证500ETF",7.135
0.366,"500ETF购12月6750",0.306,0.366,0.3661,18685,6.75,880,0,-0.27,20251224,16.58,0.8507,0.5839,-0.6986,"中证500ETF",7.135
0.2214,"500ETF购1月7000",0.1907,0.2214,0.2243,6305,7,1876,11.44,1.21,20260128,19.85,0.6158,0.6334,-0.7311,"中证500ETF",7.135
0.3697,"500ETF购1月6750",0.3205,0.3669,0.3793,1702,6.75,579,0,-0.21,20260128,14.78,0.7657,0.5087,-0.6094,"中证500ETF",7.135
0.1801,"500ETF购3月7250",0.1576,0.1801,0.1852,11847,7.25,565,13.5,4.14,20260325,19.13,0.483,0.4791,-0.5539,"中证500ETF",7.135
0.0725,"500ETF购3月7750",0.0636,0.072,0.074,6108,7.75,-77,16,9.64,20260325,26.51,0.2694,0.397,-0.4483,"中证500ETF",7.135
0.1152,"500ETF购3月7500",0.1011,0.1133,0.1155,10569,7.5,50,14.92,6.73,20260325,22.88,0.3694,0.4536,-0.5173,"中证500ETF",7.135
0.406,"500ETF购3月6750",0.3581,0.3992,0.4099,7398,6.75,161,0,0.29,20260325,12.58,0.7157,0.4076,-0.4954,"中证500ETF",7.135
0.0458,"500ETF购3月8000",0.0404,0.0458,0.047,9281,8,46,16.97,12.77,20260325,29.23,0.1876,0.3236,-0.3627,"中证500ETF",7.135
0.2742,"500ETF购3月7000",0.2422,0.2742,0.2816,7513,7,-26,11.27,1.95,20260325,15.66,0.6019,0.4638,-0.547,"中证500ETF",7.135
0.03,"500ETF购3月8250",0.0265,0.0288,0.0312,4904,8.25,412,17.98,16.05,20260325,29.71,0.1249,0.2473,-0.2756,"中证500ETF",7.135
0.247,"500ETF购6月7250",0.2245,0.243,0.253,4496,7.25,-69,12.79,5.07,20260624,14.7,0.509,0.3602,-0.4275,"中证500ETF",7.135
0.4423,"500ETF购6月6750",0.4097,0.4226,0.4592,779,6.75,5,5.32,0.8,20260624,11.06,0.6855,0.3206,-0.398,"中证500ETF",7.135
0.182,"500ETF购6月7500",0.1658,0.178,0.188,3507,7.5,146,14.22,7.67,20260624,16.56,0.4224,0.3535,-0.4135,"中证500ETF",7.135
0.0023,"500ETF购12月8000",0.0021,0.0023,0.0027,15169,8,714,19.53,12.16,20251224,69.49,0.0224,0.134,-0.1453,"中证500ETF",7.135
0.0202,"500ETF购3月8500",0.0185,0.0193,0.0208,3530,8.5,-525,18.97,19.41,20260325,28.15,0.0797,0.1783,-0.1978,"中证500ETF",7.135
0.0145,"500ETF购3月8750",0.0133,0.0139,0.014,10173,8.75,-157,20.07,22.84,20260325,24.06,0.0489,0.1218,-0.1347,"中证500ETF",7.135
0.5957,"500ETF购12月6500",0.5215,0.5821,0.597,6333,6.5,22,0,-0.55,20251224,11.46,0.9569,0.2298,-0.3265,"中证500ETF",7.135
0.1313,"500ETF购6月7750",0.1218,0.1289,0.1353,1875,7.75,152,15.19,10.46,20260624,18.58,0.342,0.3316,-0.3837,"中证500ETF",7.135
1.5397,"500ETF沽3月8250",1.5397,1.3359,1.3671,650,8.25,0,51.86,5.95,20260325,4.05,-0.875,0.2473,-0.1685,"中证500ETF",7.135
0.0529,"500ETF购6月8500",0.0489,0.0529,0.0533,5049,8.5,105,17.75,19.87,20260624,21.32,0.1581,0.218,-0.2469,"中证500ETF",7.135
0.0703,"500ETF购6月8250",0.0657,0.0696,0.0731,2483,8.25,50,16.92,16.61,20260624,21.21,0.209,0.2595,-0.2956,"中证500ETF",7.135
0.0016,"500ETF购12月8500",0.0015,0.0016,0.002,27308,8.5,-885,26.76,19.15,20251224,4.46,0.001,0.0084,-0.009,"中证500ETF",7.135
0.3309,"500ETF购6月7000",0.3045,0.332,0.34,2519,7,3,10.6,2.75,20260624,12.9,0.5982,0.3493,-0.4225,"中证500ETF",7.135
0.0943,"500ETF购6月8000",0.0886,0.0939,0.0997,2396,8,194,16,13.44,20260624,20.46,0.2704,0.2988,-0.3427,"中证500ETF",7.135
0.5819,"500ETF购6月6500",0.5248,0.5504,0.595,1030,6.5,1,0,-0.74,20260624,9.39,0.7662,0.2768,-0.3564,"中证500ETF",7.135
0.8291,"500ETF购12月6250",0.7491,0.8239,0.8383,3599,6.25,774,0,-0.78,20251224,8.54,0.9922,0.0537,-0.138,"中证500ETF",7.135
1.7184,"500ETF沽3月8500",1.7184,1.5731,1.6059,524,8.5,0,51.31,4.95,20260325,3.82,-0.9202,0.1783,-0.0874,"中证500ETF",7.135
0.566,"500ETF购1月6500",0.502,0.5595,0.5761,447,6.5,213,0,-0.97,20260128,11.08,0.8792,0.3332,-0.4294,"中证500ETF",7.135
1.075,"500ETF购12月6000",0.9944,1.067,1.0845,3389,6,-196,0,-0.84,20251224,6.63,0.9992,0.007,-0.0854,"中证500ETF",7.135
1.3272,"500ETF购12月5750",1.2432,1.3142,1.3331,2006,5.75,-25,0,-0.81,20251224,5.38,1,0.0005,-0.0753,"中证500ETF",7.135
0.5614,"500ETF购3月6500",0.5075,0.57,0.5754,7657,6.5,-92,0,-1.03,20260325,10.35,0.8143,0.3216,-0.4101,"中证500ETF",7.135
2.2788,"500ETF购12月4800",2.2526,2.2604,2.2854,1260,4.8,-6,0,-0.79,20251224,3.13,1,0,-0.0624,"中证500ETF",7.135
2.0683,"500ETF购12月5000",1.9913,2.06,2.0838,1028,5,-9,0,-0.93,20251224,3.45,1,0,-0.065,"中证500ETF",7.135
1.5584,"500ETF购12月5500",1.5556,1.57,1.5836,1804,5.5,-20,0,-1.07,20251224,4.58,1,0,-0.0715,"中证500ETF",7.135
1.806,"500ETF购12月5250",1.7898,1.8121,1.8342,843,5.25,-10,0,-1.11,20251224,3.95,1,0,-0.0683,"中证500ETF",7.135
2.1519,"500ETF购12月4900",2.0911,2.16,2.1844,586,4.9,-1,0,-1.16,20251224,3.32,1,0,-0.0637,"中证500ETF",7.135
0.0009,"500ETF购12月8750",0.0009,0.0007,0.0009,8746,8.75,-158,28.71,22.65,20251224,1.59,0.0002,0.0015,-0.0015,"中证500ETF",7.135
0.0017,"500ETF购12月8250",0.0017,0.0016,0.0019,18924,8.25,236,22.95,15.65,20251224,22.24,0.0053,0.038,-0.0411,"中证500ETF",7.135
0.7952,"500ETF购1月6250",0.7152,0.7787,0.7971,28,6.25,5,0,-1.26,20260128,8.51,0.949,0.1737,-0.2623,"中证500ETF",7.135
1.0285,"500ETF购1月6000",0.9686,1.0139,1.0338,54,6,16,0,-1.49,20260128,6.82,0.9829,0.0702,-0.1514,"中证500ETF",7.135
1.7746,"500ETF沽6月8500",1.8262,1.7323,1.7775,1452,8.5,0,42.43,5.74,20260624,3.38,-0.8418,0.218,-0.1369,"中证500ETF",7.135
1.825,"500ETF沽3月8750",1.915,1.8153,1.8493,860,8.75,1,44.79,2.94,20260325,3.72,-0.951,0.1218,-0.0211,"中证500ETF",7.135
1.671,"500ETF沽12月8750",1.735,1.6606,1.6818,1319,8.75,5,59.64,0.78,20251224,4.27,-0.9997,0.0015,0.1124,"中证500ETF",7.135
0.7636,"500ETF购3月6250",0.687,0.7412,0.7683,3511,6.25,-14,0,-1.7,20260325,8.32,0.8907,0.225,-0.3111,"中证500ETF",7.135
1.308,"500ETF沽6月8000",1.3462,1.2832,1.3286,755,8,86,37.29,6.21,20260624,3.98,-0.7295,0.2988,-0.2392,"中证500ETF",7.135
1.1301,"500ETF沽3月8000",1.1893,1.1178,1.134,1046,8,-2,36.83,3.72,20260325,5.13,-0.8123,0.3236,-0.2589,"中证500ETF",7.135
1.421,"500ETF沽12月8500",1.49,1.4125,1.432,1219,8.5,-111,53.56,0.78,20251224,5.02,-0.9989,0.0084,0.1016,"中证500ETF",7.135
1.0967,"500ETF沽6月7750",1.1135,1.072,1.1176,1883,7.75,80,35.28,6.75,20260624,4.28,-0.6579,0.3316,-0.2834,"中证500ETF",7.135
1.506,"500ETF沽6月8250",1.506,1.5045,1.5498,1437,8.25,0,38.27,5.48,20260624,3.75,-0.7909,0.2595,-0.1889,"中证500ETF",7.135
1.18,"500ETF沽12月8250",1.2533,1.1639,1.1819,718,8.25,-1,49.1,0.91,20251224,6.01,-0.9946,0.038,0.0662,"中证500ETF",7.135
0.8901,"500ETF沽6月7500",0.9598,0.8751,0.915,1140,7.5,36,33.04,7.36,20260624,4.63,-0.5775,0.3535,-0.3165,"中证500ETF",7.135
0.8983,"500ETF沽3月7750",0.9675,0.8841,0.9119,1308,7.75,-10,33.28,3.97,20260325,5.8,-0.7305,0.397,-0.3477,"中证500ETF",7.135
0.99,"500ETF沽1月8000",1.06,0.9816,1.0012,57,8,29,35.74,1.75,20260128,6.49,-0.9006,0.2896,-0.2147,"中证500ETF",7.135
0.9266,"500ETF沽12月8000",1.003,0.9158,0.9321,1273,8,-14,41.31,0.86,20251224,7.53,-0.9775,0.134,-0.0412,"中证500ETF",7.135
0.972,"500ETF购3月6000",0.8947,0.9544,0.982,9557,6,453,0,-2.28,20260325,6.92,0.943,0.1376,-0.2195,"中证500ETF",7.135
1.6662,"500ETF购3月5250",1.5894,1.6497,1.682,2612,5.25,-77,0,-3.07,20260325,4.27,0.9968,0.0117,-0.0803,"中证500ETF",7.135
0.556,"500ETF沽6月7000",0.6015,0.5474,0.5763,2253,7,62,30.42,9.68,20260624,5.15,-0.4017,0.3493,-0.332,"中证500ETF",7.135
0.7649,"500ETF沽1月7750",0.7761,0.7478,0.7659,35,7.75,30,32.46,2.1,20260128,7.63,-0.8184,0.4373,-0.3834,"中证500ETF",7.135
0.709,"500ETF沽6月7250",0.7699,0.6929,0.7384,2403,7.25,15,31.42,8.33,20260624,4.94,-0.4909,0.3602,-0.3337,"中证500ETF",7.135
1.4251,"500ETF购3月5500",1.3474,1.4094,1.4417,2294,5.5,80,0,-2.94,20260325,4.96,0.99,0.032,-0.1046,"中证500ETF",7.135
1.1942,"500ETF购3月5750",1.116,1.175,1.2058,2198,5.75,95,0,-2.67,20260325,5.82,0.9741,0.0723,-0.1494,"中证500ETF",7.135
0.144,"500ETF沽6月6000",0.1606,0.1401,0.144,893,6,31,27.51,17.93,20260624,5.3,-0.107,0.1666,-0.1675,"中证500ETF",7.135
0.734,"500ETF购6月6250",0.6697,0.7076,0.7521,1888,6.25,-56,0,-2.12,20260624,8.13,0.8362,0.2231,-0.303,"中证500ETF",7.135
0.0117,"500ETF沽3月5250",0.0128,0.0117,0.0118,9387,5.25,133,29.1,26.58,20260325,1.89,-0.0031,0.0117,-0.0121,"中证500ETF",7.135
0.3019,"500ETF沽6月6500",0.3255,0.2881,0.3131,3958,6.5,256,28.39,13.13,20260624,5.52,-0.2337,0.2768,-0.2723,"中证500ETF",7.135
0.001,"500ETF沽12月5250",0.0011,0.0008,0.0011,6827,5.25,9,43.36,26.43,20251224,0,0,0,0,"中证500ETF",7.135
0.6856,"500ETF沽3月7500",0.7587,0.6801,0.7,2939,7.5,-35,30.31,4.49,20260325,6.56,-0.6305,0.4536,-0.4199,"中证500ETF",7.135
0.2114,"500ETF沽6月6250",0.2344,0.2088,0.2135,4172,6.25,-9,27.8,15.37,20260624,5.53,-0.1637,0.2231,-0.2222,"中证500ETF",7.135
0.4139,"500ETF沽6月6750",0.4592,0.4001,0.4169,2585,6.75,3,29.13,11.2,20260624,5.42,-0.3144,0.3206,-0.3107,"中证500ETF",7.135
0.5115,"500ETF沽3月7250",0.5685,0.5001,0.5206,6889,7.25,-92,28.78,5.56,20260325,7.21,-0.5169,0.4791,-0.4598,"中证500ETF",7.135
0.6777,"500ETF沽12月7750",0.7585,0.6777,0.6856,3295,7.75,-66,33.84,0.88,20251224,9.73,-0.9246,0.3569,-0.2879,"中证500ETF",7.135
0.5453,"500ETF沽1月7500",0.6108,0.5307,0.5469,540,7.5,90,28.59,2.53,20260128,9.15,-0.699,0.5773,-0.547,"中证500ETF",7.135
0.3574,"500ETF沽3月7000",0.4021,0.3505,0.3659,7734,7,-172,27.2,6.9,20260325,7.95,-0.398,0.4638,-0.4561,"中证500ETF",7.135
0.0197,"500ETF沽3月5500",0.0225,0.0197,0.0204,6715,5.5,358,27.93,23.19,20260325,3.59,-0.0099,0.032,-0.0332,"中证500ETF",7.135
0.0007,"500ETF沽12月4900",0.0007,0.0005,0.0009,83080,4.9,-242,50,31.33,20251224,0,0,0,0,"中证500ETF",7.135
0.9082,"500ETF购6月6000",0.8419,0.9021,0.9082,730,6,216,0,-3.18,20260624,7.01,0.8929,0.1666,-0.2451,"中证500ETF",7.135
0.1507,"500ETF沽3月6500",0.1748,0.1536,0.1549,9359,6.5,75,25.77,11.01,20260325,8.79,-0.1856,0.3216,-0.3258,"中证500ETF",7.135
0.0926,"500ETF沽3月6250",0.1081,0.09,0.0953,7427,6.25,67,25.81,13.7,20260325,8.41,-0.1092,0.225,-0.23,"中证500ETF",7.135
0.2324,"500ETF沽3月6750",0.2704,0.232,0.2389,7017,6.75,-599,25.87,8.65,20260325,8.73,-0.2842,0.4076,-0.4078,"中证500ETF",7.135
0.0006,"500ETF沽12月4800",0.0007,0.0004,0.0006,44040,4.8,0,51.56,32.73,20251224,0,0,0,0,"中证500ETF",7.135
0.4379,"500ETF沽12月7500",0.5136,0.437,0.438,20130,7.5,-227,26.83,1.02,20251224,13.07,-0.802,0.6989,-0.6683,"中证500ETF",7.135
0.0551,"500ETF沽3月6000",0.0649,0.0535,0.0558,6539,6,-200,26.15,16.68,20260325,7.37,-0.0569,0.1376,-0.1416,"中证500ETF",7.135
0.032,"500ETF沽3月5750",0.0379,0.0312,0.0337,4495,5.75,160,26.73,19.86,20260325,5.75,-0.0258,0.0723,-0.0748,"中证500ETF",7.135
0.3436,"500ETF沽1月7250",0.4137,0.3435,0.3436,1424,7.25,351,24.68,3.2,20260128,11.38,-0.5479,0.6567,-0.6481,"中证500ETF",7.135
0.0009,"500ETF沽12月5000",0.001,0.0008,0.0009,46895,5,-812,48.83,29.94,20251224,0,0,0,0,"中证500ETF",7.135
0.2001,"500ETF沽1月7000",0.2455,0.2001,0.2003,5310,7,1449,23.16,4.7,20260128,13.7,-0.3841,0.6334,-0.6401,"中证500ETF",7.135
0.0017,"500ETF沽12月5750",0.0021,0.0014,0.0021,11865,5.75,430,33.59,19.44,20251224,0,0,0.0005,-0.0004,"中证500ETF",7.135
0.2363,"500ETF沽12月7250",0.2989,0.2361,0.2363,51347,7.25,364,22.71,1.7,20251224,17.97,-0.5953,0.9736,-0.984,"中证500ETF",7.135
0.1078,"500ETF沽1月6750",0.1405,0.1078,0.1108,2621,6.75,810,22.85,6.91,20260128,15.5,-0.2342,0.5087,-0.5216,"中证500ETF",7.135
0.0542,"500ETF沽1月6500",0.0715,0.0525,0.0544,3596,6.5,1640,23.17,9.66,20260128,15.89,-0.1207,0.3332,-0.3449,"中证500ETF",7.135
0.0251,"500ETF沽1月6250",0.0332,0.0242,0.0251,2301,6.25,485,23.71,12.76,20260128,14.47,-0.0509,0.1737,-0.181,"中证500ETF",7.135
0.0112,"500ETF沽1月6000",0.0157,0.011,0.0118,2060,6,411,24.58,16.06,20260128,10.83,-0.017,0.0702,-0.0734,"中证500ETF",7.135
0.1007,"500ETF沽12月7000",0.1432,0.1006,0.1007,70464,7,4919,21.12,3.3,20251224,24.73,-0.349,0.9299,-0.9617,"中证500ETF",7.135
0.0034,"500ETF沽12月6000",0.005,0.0034,0.0037,30462,6,402,30.37,15.96,20251224,1.47,-0.0007,0.007,-0.0073,"中证500ETF",7.135
